,date,content,id,username,like_count,retweet,Url
21,2023-03-10 12:55:06+00:00,"Yep, apllies to maaaaaaaaaaaany scenarios nowdays.

@elonmusk #elonmusk #elon #fakemusk #musk https://t.co/wSA1q1bJBZ",1634176051701071872,RickyCamargo14,0,0,https://twitter.com/RickyCamargo14/status/1634176051701071872
22,2023-03-10 12:54:48+00:00,#PiNetwork #elon musk #lunc #Floki #BSC #BABYDOGE #grovecoin #Safemoon #BSCgem  #pancakeswap #crypto #BullRun #CSIX #BNBTiger,1634175975620505600,djelal_hichem,1,0,https://twitter.com/djelal_hichem/status/1634175975620505600
23,2023-03-10 12:26:41+00:00,".Join My Team
.Referral Code: BLBUJXR
.Sign up👇and claim $30 $DXP
https://t.co/LPiAEChz25 

$GPT @CryptoGPT_org
#Crypto #Bitcoin #Eth #Mainnet #airdrop $USDT #freeminning #freetokens #Giveaway #Elon #BNB #ZK #PiNetwotk #Musk #CZ #Binance #OpenAi #ChatGPT #Ai #China #Layer #Imran https://t.co/3BH4vcXdK2",1634168898219294721,Cryptos_Girl,9,1,https://twitter.com/Cryptos_Girl/status/1634168898219294721
24,2023-03-10 12:25:21+00:00,"#Elon's AI have arrived!

CONCERNING 

#musk #Qwitter #Concerning https://t.co/e4izfOYbET",1634168563186450432,OccupyOneLove,2,1,https://twitter.com/OccupyOneLove/status/1634168563186450432
25,2023-03-10 12:20:07+00:00,"#Dünya #abdnin #Elon #etmeyi #eyaletinde Elon Musk, ABD’nin Teksas eyaletinde kendi şehrini inşa etmeyi planlıyor https://t.co/SfLoaBEBc6 https://t.co/1hgmP4TX7Y",1634167246556725258,kibrismedya,0,0,https://twitter.com/kibrismedya/status/1634167246556725258
26,2023-03-10 12:19:45+00:00,"How a single engineer brought down Twitter
/ Elon Musk’s steep layoffs have left Twitter with so few engineers that only one person was on a major project involving the platform’s API.

https://t.co/HNF6YsEnNg #Elon #twitter #cybersecurity #API",1634167152868556801,VaulterVS,0,0,https://twitter.com/VaulterVS/status/1634167152868556801
27,2023-03-10 12:17:05+00:00,@GrowWithSerge Taking risks as@#Elon Musk,1634166482165723136,kubai_lawrence,0,0,https://twitter.com/kubai_lawrence/status/1634166482165723136
28,2023-03-10 11:16:23+00:00,"Tesla sources lithium from several different suppliers around the world, including Albemarle Corporation and SQM in South America, as well as Ganfeng Lithium and CATL in China. The company has also signed a five-year agreement with Piedmont Lithium. #tesla #musk #elon #lithium",1634151206556692483,MrRaja_YT,0,0,https://twitter.com/MrRaja_YT/status/1634151206556692483
29,2023-03-10 10:32:37+00:00,"@lucie_rgt Pourquoi y'a la vie des gens dans ma TL 
#Elon Musk arrête stp",1634140194512183296,DocZimo,0,0,https://twitter.com/DocZimo/status/1634140194512183296
30,2023-03-10 10:30:42+00:00,"@cz_binance They block #Elon Musk from acquiring Twitter but yet, #Elon Musk is the one who owns Twitter today. The people's voice will always prevail",1634139711626178562,NgouegniZ,0,0,https://twitter.com/NgouegniZ/status/1634139711626178562
31,2023-03-10 10:02:50+00:00,#19years #InternationalWomensDay #Elon #musk 👻 #RonaldMcDonald #nokiz #nokizxy,1634132698431193089,Angelina_Ruby9,0,0,https://twitter.com/Angelina_Ruby9/status/1634132698431193089
32,2023-03-10 09:49:00+00:00,#Elon #elon_musk https://t.co/6uLd9WpFCJ,1634129216395460609,trularhe,0,0,https://twitter.com/trularhe/status/1634129216395460609
33,2023-03-10 08:06:46+00:00,"Musk is building a new town called Snailbrook in Texas.
#elon_musk #Elon #Texas #Snailbrook #Tesla #SpaceX 
https://t.co/qeADU5OXd9",1634103488002289665,rwinkle_,2,0,https://twitter.com/rwinkle_/status/1634103488002289665
34,2023-03-10 07:40:30+00:00,Elon Musk plans to build his own city in the US state of Texas - #united_states #elon_musk #houston #texas #city #elon #us https://t.co/cZB9qD5XqJ,1634096879196598277,IdeallyaNews,0,0,https://twitter.com/IdeallyaNews/status/1634096879196598277
35,2023-03-10 07:39:12+00:00,"musk

Is Elon Musk running out of ideas? He just announced that he's going to start a company that sells water on Mars. #Elon",1634096553068576769,AlgorithmHumor,0,0,https://twitter.com/AlgorithmHumor/status/1634096553068576769
36,2023-03-10 07:37:39+00:00,"Old Video Of #Elon Musk Dancing At Shanghai Event Surfaces Online, Internet Is Amused 
https://t.co/hExhIaLiqu",1634096161538580481,abplive,1,0,https://twitter.com/abplive/status/1634096161538580481
37,2023-03-10 07:01:00+00:00,"https://t.co/Ha4IRcaNM6
#Tesla Hardware 4 czyli nowa generacja Tesli pojawiająca się obecnie w modelach S oraz X posiada nieużywane gniazdo kamery skierowanej w przód, ale dlaczego? #elektryki #ev #elon #musk #samochody #elektryczne",1634086936854904836,motoevo,0,0,https://twitter.com/motoevo/status/1634086936854904836
38,2023-03-10 06:22:45+00:00,"A Twitter hearing turns into a six-person shouting match. Democratic Party members demand that Matt Taibbi name Elon Musk as a “direct source.” 
😠😠😠😠😠😠

#HouseJudiciarySubcommittee #Twitter #TwitterFiles #Elon #ElonMusk #MattTaibbi #SylviaGarcia https://t.co/k4ZVqghX3W…",1634077312177287169,TruthPuke,12,7,https://twitter.com/TruthPuke/status/1634077312177287169
39,2023-03-10 06:17:55+00:00,"Elon Musk asked managers at Twitter to nominate their best employees for promotion, then fired them and replaced them with their lower paid nominees

#ChatGPT calls it BS
#InternationalWomensDay
#Tucker
#Lamar
#ShawnKemp 
#IWD2023
#MitchMcConnell
#Capitol
#HappyBirthdaySUGA
#Elon https://t.co/nHREE1Sc4l",1634076096546127881,MasteredWriter,10,4,https://twitter.com/MasteredWriter/status/1634076096546127881
40,2023-03-10 05:11:15+00:00,"Elon Musk to Build Texas Utopia

#Entrepreneurship #Build #Elon #Musk

https://t.co/DiIBX90LSe",1634059316306251776,GallantCeo,0,0,https://twitter.com/GallantCeo/status/1634059316306251776
41,2023-03-10 04:46:53+00:00,".$30 Free Claim
.Referral Code: BLBUJXR
.Sign up👇and claim $30 
https://t.co/LPiAEChz25 

$GPT @CryptoGPT_org 
#Crypto #Bitcoin #Eth #Mainnet #airdrop $USDT #freeminning #freetokens #Giveaway #Elon #BNB #ZK #PiNetwotk #Musk #CZ #Binance https://t.co/nVugz552s5",1634053185693446144,Cryptos_Girl,3,0,https://twitter.com/Cryptos_Girl/status/1634053185693446144
42,2023-03-10 03:09:57+00:00,"#elon Elon Musk's Tesla faces investigation over faulty steering wheels
https://t.co/yQYO7ikeUL",1634028792187371521,KeremAvclBaba,0,0,https://twitter.com/KeremAvclBaba/status/1634028792187371521
43,2023-03-10 03:02:07+00:00,EM @elonmusk Twitter and Elon Musk Face Legal Risks in FTC Probe - The Wall Street Journal https://t.co/Y9YvrPrZmv #elon #elonmusk #twitter,1634026819702902784,elonchieftwit,0,0,https://twitter.com/elonchieftwit/status/1634026819702902784
44,2023-03-10 02:30:26+00:00,Elon Musk is a Hero for free speech #Elon,1634018847165501442,rocky_bull,0,0,https://twitter.com/rocky_bull/status/1634018847165501442
45,2023-03-10 02:29:18+00:00,"Elon Musk remains indifferent after customer yells steering wheel slips from his hand while driving

#Elon Musk #Tesla #naturaldeposit https://t.co/qmzMeuMuy4",1634018562770599940,natural_deposit,0,0,https://twitter.com/natural_deposit/status/1634018562770599940
46,2023-03-10 02:13:51+00:00,"#elon Elon Musk Just Announced Something Weird Happened After The Large Hadron Collider Turned On
https://t.co/DRju38TAkU",1634014675120672769,Sinanzt84981394,0,0,https://twitter.com/Sinanzt84981394/status/1634014675120672769
47,2023-03-10 01:12:04+00:00,🤔Tesla Model S ESTATE? Looks surprisingly GOOD! #teala #teslamodels #ev #elonmusk #musk #elon https://t.co/9rMsv4GYAo https://t.co/mR9ClwnB18,1633999125581815808,dfwautoclub,0,0,https://twitter.com/dfwautoclub/status/1633999125581815808
48,2023-03-10 00:51:53+00:00,"@elonmusk @techbubble @Twitter Have to admit Elon Musk so respond to tweets.
Never saw any other owners here post anything  #Elon #Dogelon Mars #LUNC #WLUNC #FreeRoss",1633994045797040128,APPLE1NFL,0,0,https://twitter.com/APPLE1NFL/status/1633994045797040128
49,2023-03-10 00:43:50+00:00,Via realDonaldJNews : Raise your hand if you AGREE with Elon Musk saying Joe Biden should RESIGN✋ #Elon,1633992020728455170,JohnBrisby3,0,0,https://twitter.com/JohnBrisby3/status/1633992020728455170
50,2023-03-09 23:59:56+00:00,"“Very few Americans seem to realize the severity of the situation.” - Elon Musk
https://t.co/bpNmWzKK2C #ELON #ElonMuskNews #ElonMuskTwitter #ElonMusk #collegestudents #educationmatters",1633980973334380544,KenHanson59,1,0,https://twitter.com/KenHanson59/status/1633980973334380544
51,2023-03-09 23:54:54+00:00,@BradMunchen Musk has been doing this for years! His entire career really z where do you think the Musk is a Genius claim came from? Musk himself of course!! Lol 😂 $tsla $tslaq #tesla #elon #Musk,1633979706910429187,Commuternyc,1,0,https://twitter.com/Commuternyc/status/1633979706910429187
52,2023-03-09 23:38:09+00:00,@fly4dat How quickly can Musk get all the unsold inventory into the paint shop! Lol 😂 $tsla $tslaq #tesla #elon,1633975491098030084,Commuternyc,4,1,https://twitter.com/Commuternyc/status/1633975491098030084
53,2023-03-09 23:36:19+00:00,"Learn the truth.

https://t.co/juo6X0mGc4

#TheNoticing #Noticing #Trump #Elon #Musk #Donald
#Kanye #Truth #redpill #facts #Ye #MAGA https://t.co/Pdj21YI1lt",1633975029363867648,TheTruthMasterz,1,0,https://twitter.com/TheTruthMasterz/status/1633975029363867648
54,2023-03-09 21:44:24+00:00,"Per circa 2 giorni, ho rivisto tutta, o quasi, la mia TL.

Non ho fatto in tempo ad esultare che hanno iniziato ad apparirmi quasi esclusivamente orientali e sudamericani😬

Mandiamo qualche cassa di buon vino ad #ELON perché mi sa che beve male.
Siete d'accordo?

#elon_musk",1633946862985019392,nientologa,34,3,https://twitter.com/nientologa/status/1633946862985019392
55,2023-03-09 21:43:00+00:00,"Örnek Aldığım İnsanlardan Birisi !
""İstediğin O ise Artık Senindir"" Elon Musk Gibi...

#ELON #Musk #ElonMuskNews #ElonMuskTwitter #ElonMusk https://t.co/V0OrJZJNBT",1633946514207719426,MertAksiit,2,0,https://twitter.com/MertAksiit/status/1633946514207719426
56,2023-03-09 21:31:12+00:00,"#Elon #Musk Backtracks, Says #Disabled #Man He #Fired #Publicly Will Consider #Staying At #Twitter https://t.co/4VCkjkBXYB #backtracks #forex #forexnews #learndaily #trader",1633943544913367041,mohammadali_im1,0,0,https://twitter.com/mohammadali_im1/status/1633943544913367041
57,2023-03-09 20:41:00+00:00,"NFT collection Elon Musk Life Style 
💎💎💎 https://t.co/Kc0NuFKXLH 🚀🚀🚀
#newdrop @opensea #NFTart #ElonMusk #NFTcollection @anekdoti_prirol #opensea  #NFTcommunity #NFTartist #drop #dropNFT #Elon #Musk #NFT #NFTshill #NFTs https://t.co/CQzq3THGa2",1633930908469272578,anekdoti_prirol,6,0,https://twitter.com/anekdoti_prirol/status/1633930908469272578
58,2023-03-09 20:38:00+00:00,"From @BusinessInsider

CEO #Elon Musk was tight-lipped on details about new models after hopes built for a $25,000 #car.

#Tesla said it plans to cut production costs in half to reach its goal of selling 20 million #EVs a year by 2030.

https://t.co/Sgc8Ls2b1P",1633930154983714818,KailashConcepts,3,1,https://twitter.com/KailashConcepts/status/1633930154983714818
59,2023-03-09 20:00:13+00:00,Man kann nur froh sein dass #Elon #Musk Twitter übernommen hat.,1633920645347065865,grassdackel32,0,0,https://twitter.com/grassdackel32/status/1633920645347065865
60,2023-03-09 19:16:12+00:00,"Revving up the Competition: Tesla's Latest Price Cuts Trigger an Electrifying Battle Among US Automakers!

#electricvehicles #Tesla #greentech #innovation  #TeslaPriceCuts #USmarket #ElonMusk  #Elon #Musk #Business #Investment

https://t.co/ntfOsGJODx",1633909570992218113,escp9to5,1,0,https://twitter.com/escp9to5/status/1633909570992218113
61,2023-03-09 19:00:34+00:00,"""Elon Musk Is Planning a Texas Utopia—His Own Town""
https://t.co/VPgPTGoO3Q

#ElonMusk #ELON #Texas #Utopia #elonutopia #austin #boring #SpaceX #tech

Source: WSJ",1633905634201485339,6qCreative,1,0,https://twitter.com/6qCreative/status/1633905634201485339
62,2023-03-09 18:38:52+00:00,"Elon Musk's SAVAGE January 6th Meme BREAKS Internet, RATIOS Dem Leader Chuck Schumer |'Delete This?'... https://t.co/c31y2kSG7D #elon #musk #savage #january #th #meme #breaks #internet #ratios #dem #leader #chuck #schumer #|delete #this?",1633900175260278786,AnyPollApp,0,0,https://twitter.com/AnyPollApp/status/1633900175260278786
63,2023-03-09 18:21:14+00:00,💠Maury N' Chill💠Vibezzz💠💠!DickSize💠💠!IG💠💠!10m💠💠!TikTok💠💠!Discord💠💠18+💠💠#ad💠💠 https://t.co/DnjPDPwIhM #maury #tv #shows #live #twitch #elon #musk #gonna #fire #me #lol,1633895735056842770,ItzJDMac,1,0,https://twitter.com/ItzJDMac/status/1633895735056842770
64,2023-03-09 18:19:39+00:00,#Elon #ElonMuskTwitter #elon_musk “I Elon Musk do Solemnly believe and Swear “ Your a brilliant person and incredible man who sees futures and expectations for exploration here on earth and beyond for the better of our selves and humanity here on Earth and ! https://t.co/k4uMuBDlLQ,1633895336459780096,Only1Chancealan,0,0,https://twitter.com/Only1Chancealan/status/1633895336459780096
65,2023-03-09 18:13:35+00:00,"@elonmusk trolling @SenSchumer is PURE GOLD!

Seems that Chuck has forgotten the #FIRSTAMENDMENT!

BRAVO, #Elon #Musk 🔥

https://t.co/pPl2r0da44",1633893813168009216,Rare,2,0,https://twitter.com/Rare/status/1633893813168009216
66,2023-03-09 18:08:21+00:00,@SusaEJordan @ElectionLegal @elonmusk Im literally dying🤣🤣🤣🤣🤣🤣🤣 Musk give back my life... THANK YOU #ELON MUSK 😂😅,1633892492884992000,Fredoux01,1,0,https://twitter.com/Fredoux01/status/1633892492884992000
67,2023-03-09 18:04:45+00:00,Ningún pronóstico negativo de la derecha agorera del mal se ha cumplido. Empresarios como #Elon Musk ven a México y a su pueblo como un país #digno de inversión. Solo la derecha tóxica y mezquina celebra cualquier tragedia derivada de la delincuencia organizada que fortaleció.,1633891590082052105,IrmaEs26,17,7,https://twitter.com/IrmaEs26/status/1633891590082052105
68,2023-03-09 18:03:15+00:00,"the FTC has sent dozens of letters to Twitter since last fall to get information about the company’s handling of layoffs, #TwitterBlue, the “Twitter Files” and other issues

#FTC #twitter #elon #elonmusk #musk #socialmedia #management #business #tech 

https://t.co/4Y079feQld",1633891211202248704,gtbarry,0,0,https://twitter.com/gtbarry/status/1633891211202248704
69,2023-03-09 17:54:19+00:00,Elon Musk Says Twitter Could Be Cash Flow Breakeven Or Positive By Q2 https://t.co/wHU0otayG4 @TruthSeeker____  @JoshwhoNews #JoshWhoNews #JoshWho #breakeven #cash #could #elon,1633888961058750477,JoshWhoNews,2,0,https://twitter.com/JoshWhoNews/status/1633888961058750477
70,2023-03-09 17:33:52+00:00,stop the anc thieves #elon musk save us,1633883816715784192,moose_koos,0,0,https://twitter.com/moose_koos/status/1633883816715784192
71,2023-03-09 17:14:03+00:00,"liebe #bayern, wir #bayern #freuen uns, dass #twitter von #elon #musk #administriert wird &amp; noch nicht wieder von #adolf #hitler oder #Erich #Honecker. #sz",1633878829700890629,mkrpooh,0,0,https://twitter.com/mkrpooh/status/1633878829700890629
72,2023-03-09 16:50:20+00:00,Se mec je commence à l’apprécier de plus en plus #Elon #Musk #COVID19 #Ukraine #USA,1633872860254187520,leketurdufutur,0,0,https://twitter.com/leketurdufutur/status/1633872860254187520
73,2023-03-09 16:10:44+00:00,"Elon Musk Is Planning a Texas Utopia—His Own Town.

#Elon, his former girlfriend, who is the singer #Grimes, and Kanye West discussed what a Musk town might look like. West, who goes by #Ye, and Grimes, whose real name is Claire Boucher declined to comment. Should be a fun town!",1633862894411472896,DonDion35974931,2,0,https://twitter.com/DonDion35974931/status/1633862894411472896
74,2023-03-09 15:01:55+00:00,https://t.co/1VnASVke7j Musk #Twitter #Elon https://t.co/jHvjcJ8tDA,1633845578642911235,prueba23134827,0,0,https://twitter.com/prueba23134827/status/1633845578642911235
75,2023-03-09 14:15:38+00:00,"Elon Musk publically fired Iceland's Person of the Year 2022 after questioning their disability, but also has employees getting paid 6 figures who literally do nothing #news #twitter #elonmusknews #twittertakeover #elonmusktwitter #elon #elonmusk #elontwitter #frankdomenic https://t.co/1nVs5wdX4n",1633833927126417408,TheFrankDomenic,6,2,https://twitter.com/TheFrankDomenic/status/1633833927126417408
76,2023-03-09 13:12:43+00:00,"The race between SpaceX and Blue Origin 
#elon #elon_musk #spacex #blueorigin #JeffBezos #space  https://t.co/JNecXINall",1633818094731685888,ashwanikumarSB,1,0,https://twitter.com/ashwanikumarSB/status/1633818094731685888
77,2023-03-09 13:12:03+00:00,"Watch Sandy Munro Interviewing Elon Musk 

#SandyMunro #Elon #Musk #Tesla #TSLA
https://t.co/LxyUlyP1ft via @YouTube",1633817927320236033,EYESON_NEWS,2,1,https://twitter.com/EYESON_NEWS/status/1633817927320236033
78,2023-03-09 12:56:44+00:00,#SportyBet #elon #elon_musk #naijablog #gistlover,1633814075011477507,O_qube,0,0,https://twitter.com/O_qube/status/1633814075011477507
79,2023-03-09 12:51:43+00:00,"""Oh look, a veryfight Donalon.""

 #Elon #Musk https://t.co/6MU4462HHf",1633812810282020864,oknixpassiert,0,0,https://twitter.com/oknixpassiert/status/1633812810282020864
80,2023-03-09 12:20:00+00:00,#Tesla #Bulls and #Bears Are #Duking It Out After #Elon Musk’s #Investor #Day https://t.co/8amqtsqUjL #musks,1633804828647514112,bdseoexpert97,0,0,https://twitter.com/bdseoexpert97/status/1633804828647514112
81,2023-03-09 12:06:43+00:00,EM @elonmusk Elon Musk's Mockery of Disabled Worker Adds to Twitter's Legal Liabilities - Bloomberg https://t.co/Ao9oON77ZJ #elon #elonmusk #twitter,1633801486743506945,elonchieftwit,0,0,https://twitter.com/elonchieftwit/status/1633801486743506945
82,2023-03-09 12:06:38+00:00,EM @elonmusk Elon Musk and Elaine Benes' Bizarre Dance Moves Spark Hilarious Showdown on Twitter - News18 https://t.co/QzoZMuzVDq #elon #elonmusk #twitter,1633801464312365059,elonchieftwit,0,0,https://twitter.com/elonchieftwit/status/1633801464312365059
83,2023-03-09 12:06:36+00:00,"EM @elonmusk Where Musk's Twitter Gambit Stands, Nearly Five Months In - The Wall Street Journal https://t.co/SU72Wc54o8 #elon #elonmusk #twitter",1633801458314522625,elonchieftwit,0,0,https://twitter.com/elonchieftwit/status/1633801458314522625
84,2023-03-09 11:42:37+00:00,"@williamlegate @Volksverpetzer Nothing new.

Twitter's fact-check about Elon Musk's repudiation of his father's emerald mine is almost two month old.
https://t.co/UpdTYX3PFj

#Elon #Musk is a #LIAR.",1633795422849323008,iSchnappi,1,0,https://twitter.com/iSchnappi/status/1633795422849323008
85,2023-03-09 11:36:28+00:00,Man müsst #Elon #Musk überzeugen die #FDP zu kaufen…,1633793874584846336,captainfutura,13,1,https://twitter.com/captainfutura/status/1633793874584846336
86,2023-03-09 11:21:56+00:00,"#elon_musk  Hey man. Hope Floki well. If you Like my post m. Maybe it will help me out, in a big way?? Never know and I’d be proud&amp;fun to watch how much movement you have following. :-) hopes&amp;wiahes #Elon",1633790217864855554,BricktuckyBum,1,0,https://twitter.com/BricktuckyBum/status/1633790217864855554
87,2023-03-09 11:19:15+00:00,"The director who praised Steve Jobs ""wants to touch the skin"" of Elon Musk: a film is being developed about the richest man on the planet

 According to producer Zhang Sin, the movie ""Mask"" will ""reveal the face"" of the billionaire entrepreneur.

#elon_musk #stevejobs #film #Elon https://t.co/wG3cliZg2O",1633789540405067778,Zaynobi38372241,3,0,https://twitter.com/Zaynobi38372241/status/1633789540405067778
88,2023-03-09 10:17:04+00:00,"#Elon  Musk is bad at Memeing and a bad shitposting.

Kinda meh if you ask me.",1633773893012922371,crofella91,0,0,https://twitter.com/crofella91/status/1633773893012922371
89,2023-03-09 09:58:16+00:00,"⚠️ Elon Musk says Twitter can ""become the biggest financial institution in the world""

We should consider that #Elon #Musk believes #Bitcoin has the brightest future. #Twitter #Cryptocurency #CryptoCommunity #BTC https://t.co/jYXZHISoid",1633769159191396353,BTCOrdinals_io,500,95,https://twitter.com/BTCOrdinals_io/status/1633769159191396353
90,2023-03-09 09:42:39+00:00,"@elonmusk I’m gonna say it again &amp; again - put me on retainer for $1million as a consultant/PR for you so you don’t have to keep putting your foot in your mouth which consistently ends in you hemorrhaging hundreds of millions every day…
#elonmusk @elonmusk #elon #musk #listenffs",1633765230911139841,erikmcgreevy,0,0,https://twitter.com/erikmcgreevy/status/1633765230911139841
91,2023-03-09 08:47:12+00:00,"#US opens #probe into fatal #Tesla car crash
#Elon Musk",1633751276168290306,ArgaamPlus,0,0,https://twitter.com/ArgaamPlus/status/1633751276168290306
92,2023-03-09 07:59:25+00:00,#elon #musk #TuckerCarlsonHatesTrump #ElClasico,1633739252184887297,astorga_ruby3,0,0,https://twitter.com/astorga_ruby3/status/1633739252184887297
93,2023-03-09 07:54:01+00:00,"Elon Musk dévoile ses plans pour le futur de Twitter
#marocnews #Elon #Musk #dévoile #ses #pl...
https://t.co/urE7lBnFZC",1633737891963879425,MarocvWeb,1,0,https://twitter.com/MarocvWeb/status/1633737891963879425
94,2023-03-09 07:54:01+00:00,"Elon Musk dévoile ses plans pour le futur de Twitter
#marocnews #Elon #Musk #dévoile #ses #pl...
https://t.co/U3vSvjLIZ3",1633737890428747777,MarocV_Com,1,0,https://twitter.com/MarocV_Com/status/1633737890428747777
